INSTNM,CITY,STABBR,PREDDEG,ADDR
Royal Learning Institute,Jackson Heights,NY,1,"37-17 76th Street 2nd Floor"
Paul Mitchell the School-Provo,Provo,UT,1,"480 North 900 East"
Arizona College of Nursing-Tampa,Tampa,FL,3,"1411 N West Shore Blvd, Suite 200"
Arizona College of Nursing-Fort Lauderdale,Fort Lauderdale,FL,3,"600 Corporate Drive Suite 200"
Arizona College of Nursing-Tucson,Tucson,AZ,3,"5285 East Williams Circle, Suite 1000"
Arizona College of Nursing-Phoenix,Phoenix,AZ,3,"16404 North Black Canyon Highway, Suite 200"
Empire Beauty School-Newport News,Newport News,VA,1,"12365 Hornsby Lane"
Tricoci University of Beauty Culture-Normal,Normal,IL,1,"755 West Raab Road"
The Pennsylvania State University,University Park,PA,3,"201 Old Main"
Elite Welding Academy,Houston,TX,1,"7119 Village Way"
Paul Mitchell the School-Murfreesboro-Nashville,Hendersonville,TN,1,"235 E Main Street Suite 200"
Dorsey College-Woodhaven,Woodhaven,MI,1,"19810 West Road"
Pathways College,Pasadena,CA,3,"320 N. Halstead St. Suite 200"
San Joaquin Valley College-Madera,Madera,CA,1,"2185-J West Cleveland Avenue"
San Joaquin Valley College-Delano,Delano,CA,1,"1920 Cecil Avenue"
San Joaquin Valley College-Atascadero,Atascadero,CA,1,"8845 El Camino Real"
San Joaquin Valley College-Rancho Mirage,Rancho Mirage,CA,1,"34275 Monterey Avenue"
San Joaquin Valley College-Santa Maria,Santa Maria,CA,1,"303 Plaza Drive"
Advantage Technical College-Aguadilla,Aguadilla,PR,1,"#7 Jose de Jesus Estevez Street"
San Joaquin Valley College-Porterville,Porterville,CA,1,"314 North Main Street"
California University of Science and Medicine,Colton,CA,4,"1501 Violet Street"
Ruben's Five Star Academy,Lake Wales,FL,1,"104 State Road 60 West"
Mason Anthony School of Cosmetology Arts & Sciences,Columbus,OH,1,"6353 Presidential Gateway"
California Institute of Arts & Technology-National City,National City,CA,2,"401 Mile of Cars Way Suite 100"
Triangle Tech-Chambersburg,Chambersburg,PA,2,"1669 Opportunity Avenue"
Provo College-Idaho Falls Campus,Idaho Falls,ID,1,"1592 East 17th Street"
Miller-Motte College-Chattanooga 2,Chattanooga,TN,1,"4180 South Creek Road"
Eagle Gate College-Boise Campus,Boise,ID,1,"9300 West Overland Road"
Elite Welding Academy South Point,South Point,OH,1,"1910 County Road One"
Agape College of Business and Science,Fresno,CA,1,"1313 P Street"
Daybreak University,Anaheim,CA,4,"321 South State College Blvd"
Motion Picture Institute,Troy,MI,1,"2040 Crooks Rd, Ste.B"
United College of Health and Beauty,Englewood,CO,1,"4219 South Broadway"
Zen Shiatsu Chicago,Evanston,IL,1,"818 Lake Street"
The  Salon Professional Academy of Holland,Holland,MI,1,"2975 West Shore Drive"
Turing School of Software & Design,Denver,CO,1,"1331 17th Street, Ste LL-100"
National Institute for Medical Assistant Advancement (NIMAA),Denver,CO,1,"1525 Raleigh Street Suite 260"
California Northstate University,Elk Grove,CA,3,"9700 West Taron Drive"
Antigua College International,Miami Lakes,FL,2,"14505 Commerce Way"
Burlington County Institute of Technology-Adult Education,Westampton,NJ,1,"695 Woodlane Road"
Sri Sai Krish Institute,Stanton,CA,1,"12362 Beach Boulevard"
Riggins Urban Barber College,San Diego,CA,1,"220 Euclid Avenue"
Hair Arts Institute,Oklahoma City,OK,1,"15001 North May Avenue"
Florida Academy of Nursing,Miramar,FL,1,"12002 Miramar Parkway"
Body Wisdom Massage Therapy School,Urbandale,IA,1,"8401 Douglas Avenue, Ste 2"
Lakewood University,Cleveland Heights,OH,1,"2231 North Taylor Road"
CTK Healthcare & Career Institute,Irving,TX,1,"3455 Belt Line Road Suite 203"
Aesthetics Institute,St. Louis,MO,1,"50 Grasso Plaza"
Sierra Academy of Style,Carson City,NV,1,"1851 South Roop Street"
Jolie Hair Academy,Great Falls,VA,1,"10134 Colvin Run Road"
Institute of Allied Healthcare,San Antonio,TX,1,"7614 Louis Pasteur Drive suite 402"
Branford Academy of Hair & Cosmetology-Bridgeport,Bridgeport,CT,1,"1450 Barnum Avenue"
United Education Institute-Las Vegas,Las Vegas,NV,1,"3450 S. Maryland Parkway"
UEI College-Mesa,Mesa,AZ,1,"1420 W. Southern Avenue, Suite D"
Larry's Barber College-Joliet,Joliet,IL,1,"929 West Jefferson Street"
Herzing University-Tampa,Tampa,FL,2,"3632 Queen Palm Drive"
Galen Health Institutes-Miami Campus,Pembroke Pines,FL,2,"1200 SW 145th Avenue"
Remington College-Knoxville,Knoxville,TN,1,"7415 Maynardville Pike Suite 106"
Abilene Christian University-Undergraduate Online,Addison,TX,3,"16633 Dallas Parkway, Suite 800"
Madera Community College,Madera,CA,2,"30277 Avenue 12"
Ogle School Hair Skin Nails-Willowbrook,Houston,TX,1,"12974-A Willow Chase Drive"
Galen Health Institutes-Austin Campus,Austin,TX,2,"1201 W. Louis Henna Boulevard"
Galen Health Institutes-Nashville Campus,Nashville,TN,2,"1100 Dr. Martin Luther King Jr Blvd"
Ohio Business College-Dayton-Driving Academy,Trotwood,OH,1,"5450 Salem Avenue"
The Rapha School,Home,PA,1,"17 Griffith Drive"
Academy of Allied Health Careers,Chattanooga,TN,1,"5600 Brainerd Road c-3"
Mei Barber School,Brownsville,TX,1,"205 East Elizabeth Street"
Great Northern University,Spokane,WA,3,"611 East Indiana Avenue"
Salon Professional Academy-Elevate Salon Institute,Miami Beach,FL,1,"1500 Bay Road Ste C1"
Arizona College of Nursing-Salt Lake City,Murray,UT,3,"434 West Ascension Way, Suite 122"
Arizona College-Glendale,Glendale,AZ,1,"4425 West Olive Avenue Suite 300"
Universal Technical Institute-West Texas,Austin,TX,2,"301 West Howard Lane"
Avalon Institute-Las Vegas,Las Vegas,NV,1,"2650 South Decatur Boulevard Suites 1, 6, 8-10"
Medspa Academies-National Institute of Modern Aesthetics,Las Vegas,NV,1,"3993 Howard Hughes Parkway Suite 150"
American Institute-Cherry Hill,Cherry Hill,NJ,1,"2201 Route 38 8th Floor"
Glendale Career College-North-West College-Bakersfield,Bakersfield,CA,2,"3000 Ming Avenue"
Troy University-Phenix City Campus,Phenix City,AL,0,"NULL"
Troy University-Montgomery Campus,Montgomery,AL,0,"NULL"
Troy University-Dothan Campus,Dothan,AL,0,"NULL"
Troy University-Online,Troy,AL,0,"NULL"
Troy University-Support Sites,Alpharetta,GA,0,"NULL"
Arizona State University-West,Glendale,AZ,0,"NULL"
Arizona State University-Polytechnic,Mesa,AZ,0,"NULL"
Arizona State University-Downtown Phoenix,Phoenix,AZ,0,"NULL"
Arizona State University - Tucson,Tucson,AZ,0,"NULL"
Arizona State University - Lake Havasu,Lake Havasu City,AZ,0,"NULL"
Arizona State University - The Gila Valley,Thatcher,AZ,0,"NULL"
Arizona State University - Yuma,Yuma,AZ,0,"NULL"
Arizona State University - Pinal,Casa Grande,AZ,0,"NULL"
Arizona State University - Cochise,Sierra Vista,AZ,0,"NULL"
Arizona State University - Yavapai,Prescott Valley,AZ,0,"NULL"
Arizona State University - Pima,Tucson,AZ,0,"NULL"
Arizona State University - Washington D.C.,Washington,DC,0,"NULL"
Arkansas College of Barbering and Hair Design,Little Rock,AR,0,"NULL"
Harding School of Theology,Memphis,TN,0,"NULL"
Career Academy of Hair Design-Siloam Springs,Siloam Springs,AR,0,"NULL"
Career Academy of Hair Design-Rogers,Rogers,AR,0,"NULL"
Career Academy of Hair Design-Fayetteville,Fayetteville,AR,0,"NULL"
Career Academy of Hair Design - Fort Smith,Fort Smith,AR,0,"NULL"
University of Arkansas Community College at Hope - Texarkana,Texarkana,AR,0,"NULL"
Alliant International University-Fresno,Fresno,CA,0,"NULL"
Alliant International University-Los Angeles,Alhambra,CA,0,"NULL"
Alliant International University-San Francisco,Emeryville,CA,0,"NULL"
Alliant International University-Irvine,Irvine,CA,0,"NULL"
Alliant International University-Sacramento,Sacramento,CA,0,"NULL"
Flashpoint Chicago A Campus of Columbia College Hollywood,Chicago,IL,0,"NULL"
San Jose Campus,San Jose,CA,0,"NULL"
Golden Gate University-Seattle,Seattle,WA,0,"NULL"
Golden Gate University-Silicon Valley,Santa Clara,CA,0,"NULL"
Humphreys College-Modesto,Salida,CA,0,"NULL"
TONI&GUY Hairdressing Academy - Costa Mesa,Costa Mesa,CA,0,"NULL"
IDEA at ATEP,Tustin,CA,0,"NULL"
Life Pacific University-Virginia,Christiansburg,VA,0,"NULL"
MiraCosta College - San Elijo Campus,Cardiff,CA,0,"NULL"
Mount Saint Mary's University - Doheny Campus,Los Angeles,CA,0,"NULL"
San Diego State University-Imperial Valley Campus,Calexico,CA,0,"NULL"
San Joaquin General Hospital School of Radiation Technology,French Camp,CA,0,"NULL"
Jesuit School of Theology of Santa Clara University,Berkeley,CA,0,"NULL"
Thomas Aquinas College - New England,Northfield,MA,0,"NULL"
Victor Valley Community College - Aviation Technology,Victorville,CA,0,"NULL"
Wright Institute (The) -,Berkeley,CA,0,"NULL"
Colorado Technical University-Denver South,Aurora,CO,0,"NULL"
Denver Seminary - Washington DC,Landover,MD,0,"NULL"
Otero College - La Junta High School,La Junta,CO,0,"NULL"
Three Rivers Community College - Corrigan-Radgowski Correctional Center,Uncasville,CT,0,"NULL"
Three Rivers Community College - York Correctional Institution,Niantic,CT,0,"NULL"
Porter and Chester Institute of Rocky Hill,Rocky Hill,CT,0,"NULL"
Porter and Chester Institute of Enfield,Enfield,CT,0,"NULL"
Porter and Chester Institute of Waterbury,Waterbury,CT,0,"NULL"
Porter and Chester Institute of Worcester,Worcester,MA,0,"NULL"
Porter and Chester Institute - New London,New London,CT,0,"NULL"
Porter and Chester Institute - Brockton,Brockton,MA,0,"NULL"
Porter and Chester Institute - Chicopee,Chicopee,MA,0,"NULL"
Delaware Technical Community College-Owens,Georgetown,DE,0,"NULL"
Delaware Technical Community College-Stanton/Wilmington,Wilmington,DE,0,"NULL"
Barry University Law School,Orlando,FL,0,"NULL"
Keiser University-Melbourne,Melbourne,FL,0,"NULL"
Keiser University-Tallahassee,Tallahassee,FL,0,"NULL"
Keiser University-Daytona,Daytona Beach,FL,0,"NULL"
Keiser University-Lakeland,Lakeland,FL,0,"NULL"
Keiser University- Miami,Miami,FL,0,"NULL"
Keiser University-Orlando,Orlando,FL,0,"NULL"
Keiser University-Sarasota,Sarasota,FL,0,"NULL"
Keiser University-Jacksonville,Jacksonville,FL,0,"NULL"
Keiser University-Tampa,Tampa,FL,0,"NULL"
Keiser University-Pembroke Pines,Pembroke Pines,FL,0,"NULL"
Keiser University-Port St Lucie,Port St Lucie,FL,0,"NULL"
Keiser University-West Palm Beach,West Palm Beach,FL,0,"NULL"
Keiser University-Ft Myers,Ft Myers,FL,0,"NULL"
Keiser University -  Clearwater,Clearwater,FL,0,"NULL"
Keiser University - New Port Richey,New Port Richey,FL,0,"NULL"
Keiser University - Residential (Flagship),West Palm Beach,FL,0,"NULL"
Maynard A. Traviss Technical College - Central Florida Aerospace Academy,Lakeland,FL,0,"NULL"
Miami Lakes Educational Center and Technical College -,Miami Lakes,FL,0,"NULL"
Rasmussen University-Central Pasco,Odessa,FL,0,"NULL"
Rasmussen University-Fort Myers,Fort Myers,FL,0,"NULL"
Rasmussen University-Tampa/Brandon,Brandon,FL,0,"NULL"
Rasmussen University - Orlando,Altamonte Springs,FL,0,"NULL"
East Georgia State College - Statesboro,Statesboro,GA,0,"NULL"
East Georgia State College - Augusta,Augusta,GA,0,"NULL"
Moody Theological Seminary and Graduate School--Michigan,Plymouth,MI,0,"NULL"
Moody Bible Institute - Spokane,Spokane,WA,0,"NULL"
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,Chicago,IL,0,"NULL"
PJ's College of Cosmetology- Brownsburg,Brownsburg,IN,0,"NULL"
PJ's College of Cosmetology- Jeffersonville,Jeffersonville,IN,0,"NULL"
Ivy Tech Community College-South Bend/Elkhart,South Bend,IN,0,"NULL"
Ivy Tech Community College-Columbus,Columbus,IN,0,"NULL"
Ivy Tech Community College-Muncie,Muncie,IN,0,"NULL"
Ivy Tech Community College-Kokomo,Kokomo,IN,0,"NULL"
Ivy Tech Community College-Lafayette,Lafayette,IN,0,"NULL"
Ivy Tech Community College-Fort Wayne,Fort Wayne,IN,0,"NULL"
Ivy Tech Community College-Sellersburg,Sellersburg,IN,0,"NULL"
Ivy Tech Community College-Evansville,Evansville,IN,0,"NULL"
Ivy Tech Community College-Terre Haute,Terre Haute,IN,0,"NULL"
Ivy Tech Community College-Richmond,Richmond,IN,0,"NULL"
Ivy Tech Community College-Lake County,East Chicago,IN,0,"NULL"
Ivy Tech Community College-Madison,Madison,IN,0,"NULL"
Ivy Tech Community College-Bloomington,Bloomington,IN,0,"NULL"
Ivy Tech Community College-Indianapolis,Indianapolis,IN,0,"NULL"
University of Notre Dame -,Chicago,IL,0,"NULL"
Graceland University - Independence,Independence,MO,0,"NULL"
Baker University School of Nursing,Topeka,KS,0,"NULL"
Coffeyville Technical Campus,Coffeyville,KS,0,"NULL"
Columbus Technical Campus,Columbus,KS,0,"NULL"
Old Town Barber College - KC,Kansas City,MO,0,"NULL"
PJ's College of Cosmetology- Greenfield,Greenfield,IN,0,"NULL"
PJ's College of Cosmetology- Muncie,Muncie,IN,0,"NULL"
PJ's College of Cosmetology- Indianapolis,Indianapolis,IN,0,"NULL"
PJ's College of Cosmetology- Plainfield,Plainfield,IN,0,"NULL"
PJ's College of Cosmetology- Louisville,Louisville,KY,0,"NULL"
Southeastern Louisiana University - EBR Parish School System Prof Dev,Baton Rouge,LA,0,"NULL"
Southeastern Louisiana University - St Amant High School,St Amant,LA,0,"NULL"
Southeastern Louisiana University - Destrahan High School,Destrehan,LA,0,"NULL"
Southeastern Louisiana University - Albert Cammon Middle School,St. Rose,LA,0,"NULL"
University of Maine - Machias,Machias,ME,0,"NULL"
Empire Beauty School-Bangor,Bangor,ME,0,"NULL"
Cecil College - Elkton Station,Elkton,MD,0,"NULL"
Hillsdale Beauty College,Hillsdale,MI,0,"NULL"
Baker College of Auburn Hills,Auburn Hills,MI,0,"NULL"
Baker College of Cadillac,Cadillac,MI,0,"NULL"
Baker College of Jackson,Jackson,MI,0,"NULL"
Baker College of Muskegon,Muskegon,MI,0,"NULL"
Calvin University - Handlon Campus,Ionia,MI,0,"NULL"
Davenport University-Warren Location,Warren,MI,0,"NULL"
Davenport University-Kalamazoo Location,Kalamazoo,MI,0,"NULL"
Davenport University-Lansing Location,Lansing,MI,0,"NULL"
Davenport University-Midland Location,Midland,MI,0,"NULL"
Davenport University-Holland Location,Holland,MI,0,"NULL"
Davenport University-Traverse City Location,Traverse City,MI,0,"NULL"
Davenport University - Wayne CCCD,Belleville,MI,0,"NULL"
Davenport University - Detroit,Detroit,MI,0,"NULL"
Anoka-Ramsey Community College-Cambridge Campus,Cambridge,MN,0,"NULL"
Central Lakes College-Staples Campus,Staples,MN,0,"NULL"
M State - Detroit Lakes Campus,Detroit Lakes,MN,0,"NULL"
M State - Moorhead Campus,Moorhead,MN,0,"NULL"
M State - Wadena Campus,Wadena,MN,0,"NULL"
South Central College-Faribault,Faribault,MN,0,"NULL"
Mayo Clinic College of Medicine and Science - Florida,Jacksonville,FL,0,"NULL"
Mayo Clinic College of Medicine and Science - Arizona,Scottsdale,AZ,0,"NULL"
Mesabi Range College,Eveleth,MN,0,"NULL"
Northland Community and Technical College - East Grand Forks,East Grand Forks,MN,0,"NULL"
Rasmussen University-Bloomington,Bloomington,MN,0,"NULL"
Rasmussen University-Eagan,Eagan,MN,0,"NULL"
Rasmussen University-Mankato,Mankato,MN,0,"NULL"
Rasmussen University-Brooklyn Park,Brooklyn Park,MN,0,"NULL"
Rasmussen University-Lake Elmo/Woodbury,Lake Elmo,MN,0,"NULL"
Rasmussen University-Blaine,Blaine,MN,0,"NULL"
Minnesota State CollegeSoutheast-Red Wing Campus,Red Wing,MN,0,"NULL"
Copiah-Lincoln Community College Simpson County Center,Mendenhall,MS,0,"NULL"
Copiah-Lincoln Community College-Natchez Campus,Natchez,MS,0,"NULL"
University of Mississippi Medical Center,Jackson,MS,0,"NULL"
Pearl River Community College-Forrest County Campus,Hattiesburg,MS,0,"NULL"
Columbia College - Redstone Arsenal,Redstone Arsenal,AL,0,"NULL"
Columbia College - Denver,Centennial,CO,0,"NULL"
Columbia College - NAS Jacksonville,Jacksonville,FL,0,"NULL"
Columbia College - Orlando,Orlando,FL,0,"NULL"
Columbia College - Crystal Lake Campus,Crystal Lake,IL,0,"NULL"
Columbia College - Kansas City,Kansas City,MO,0,"NULL"
Columbia College - Fort Leonard Wood,Fort Leonard Wood,MO,0,"NULL"
Columbia College - Jefferson City,Jefferson City,MO,0,"NULL"
Columbia College - Lake Ozark,Osage Beach,MO,0,"NULL"
Columbia College - Saint Louis,Saint Louis,MO,0,"NULL"
Columbia College - Fort Worth,Fort Worth,TX,0,"NULL"
Columbia College - Salt Lake,Murray,UT,0,"NULL"
Columbia College - Lake County,Gurnee,IL,0,"NULL"
Columbia College - Naval Station Everett/Marysville,Marysville,WA,0,"NULL"
Columbia College - Freeport,Freeport,IL,0,"NULL"
Columbia College - Springfield,Springfield,MO,0,"NULL"
Columbia College - Rolla,Rolla,MO,0,"NULL"
Columbia College - Los Alamitos,Los Alamitos,CA,0,"NULL"
Columbia College - Lemoore,NAS Lemoore,CA,0,"NULL"
Columbia College - San Luis Obispo,San Luis Obispo,CA,0,"NULL"
Columbia College - Fort Stewart,Ft. Stewart,GA,0,"NULL"
Columbia College - Hunter Army Airfield,Hunter Army Airfield,GA,0,"NULL"
Columbia College - Elgin,Elgin,IL,0,"NULL"
Columbia College - Whidbey Island,Oak Harbor,WA,0,"NULL"
Columbia College -  Jacksonville,Jacksonville,FL,0,"NULL"
Columbia College - Fort Sill,Fort Sill,OK,0,"NULL"
Columbia College - San Diego,San Diego,CA,0,"NULL"
Columbia College - Mesquite,Mesquite,TX,0,"NULL"
Columbia College - Waynesville,Waynesville,MO,0,"NULL"
Columbia College - Naval Base San Diego,San Diego,CA,0,"NULL"
Columbia College - Imperial,Imperial,CA,0,"NULL"
Columbia College - NSB Kings Bay,Kings Bay,GA,0,"NULL"
Columbia College - Minot AFB,Minot AFB,ND,0,"NULL"
Columbia College - Springfield TMobile,Springfield,MO,0,"NULL"
Columbia College - Eastfield Pleasant Grove,Dallas,TX,0,"NULL"
Columbia College - Fort Leonard Wood 58th Trans BN,Fort Leonard Wood,MO,0,"NULL"
Columbia College - USCG Base Honolulu,Honolulu,HI,0,"NULL"
Columbia College - Tavares PD,Tavares,FL,0,"NULL"
Evangel University - Assemblies of God Theological Seminary,Springfield,MO,0,"NULL"
City College Montana State University Billings,Billings,MT,0,"NULL"
New Hampshire Institute for Therapeutic Arts,Harrison,ME,0,"NULL"
American Institute,Clifton,NJ,0,"NULL"
Monmouth University -  Monmouth Park Corporate Center,West Long Branch,NJ,0,"NULL"
Bard College - Holyoke Microcollege,Holyoke,MA,0,"NULL"
Bard College - Coxsackie Correctional Facility,Coxsackie,NY,0,"NULL"
Bard College - Eastern NY Correctional Facility,Napanoch,NY,0,"NULL"
Bard College - Fishkill Correctional Facility,Beacon,NY,0,"NULL"
Bard College - Green Haven Correctional Facility,Stormville,NY,0,"NULL"
Bard College - Taconic Correctional Facility,Bedford Hill,NY,0,"NULL"
Bard College - Woodbourne Correctional Facility,Woodbourne,NY,0,"NULL"
Bard College - BHSEC Newark,Newark,NJ,0,"NULL"
Bard College - Brooklyn Public Library,Brooklyn,NY,0,"NULL"
Bryant & Stratton College-Syracuse,Syracuse,NY,0,"NULL"
Bryant & Stratton College-Amherst,Getzville,NY,0,"NULL"
Bryant & Stratton College-Southtowns,Orchard Park,NY,0,"NULL"
Bryant & Stratton College-Henrietta,Rochester,NY,0,"NULL"
Clarkson University Capital Region Campus,Schenectady,NY,0,"NULL"
Culinary Institute of America at Greystone,St. Helena,CA,0,"NULL"
Culinary Institute of America San Antonio,San Antonio,TX,0,"NULL"
CUNY Brooklyn College - Feirstein Graduate School of Cinema,Brooklyn,NY,0,"NULL"
Jamestown Business College -,Salamanca,NY,0,"NULL"
NYSMedical&Dental Assistants - American Institute of Clinical Massage,Post Falls,ID,0,"NULL"
Pratt Manhattan-A Division of Pratt Institute,New York,NY,0,"NULL"
Rabbinical Seminary of America-Ma'yan HaTorah,Richmond Hill,NY,0,"NULL"
Saint John's University - Staten Island Campus,Staten Island,NY,0,"NULL"
